time,distance,speed,accelerationX,accelerationY,accelerationZ,speedLimit,speedDifference,speedSeverity
2.61,1.03068916,48.04028,0.130651951,-0.012964521,-0.06096566,90,-41.96,0
2.63,1.0443899,48.2930565,-0.049135312,0.006919278,-0.08759142,90,-41.71,0
2.65,1.05808584,48.66935,-0.048588082,0.03434732,-0.10231483,90,-41.33,0
2.66,1.07175933,48.9984436,-0.028450044,-0.002432955,-0.102606662,90,-41,0
2.68,1.08649929,49.4502563,0.04815442,0.062365603,-0.144316331,90,-40.55,0
2.7,1.09988654,49.91904,0.2743898,-0.003450305,-0.13509205,90,-40.08,0
2.71,1.11414254,50.3184547,0.00044605,0.002688292,-0.111275956,90,-39.68,0
2.73,1.12829811,50.6925125,2.56887E-05,-0.001444097,-0.101096034,90,-39.31,0
2.75,1.14227118,51.03263,-0.028654933,0.002784918,-0.09365709,90,-38.97,0
2.76,1.15614295,51.40503,-0.886838257,0.08453522,-0.08374609,90,-38.59,0
2.78,1.17068974,51.6824341,0.3946737,0.039801303,-0.084684536,90,-38.32,0
2.8,1.18513825,52.03567,0.00011386,0.003975715,-0.09462412,90,-37.96,0
2.81,1.1998859,52.37247,-0.016149705,-0.065904036,-0.09963109,90,-37.63,0
2.83,1.21468358,52.69986,0.053501945,0.007483708,-0.092146374,90,-37.3,0
2.85,1.22950952,52.9900246,-0.311006159,0.06369992,-0.0853426,90,-37.01,0
2.86,1.24445068,53.3107147,0.04691424,0.003215467,-0.085565776,90,-36.69,0
2.88,1.25946403,53.6092339,0.026801728,-7.56E-06,-0.08601783,90,-36.39,0
2.9,1.27456823,53.8514824,0.021858627,0.007580673,-0.02961338,90,-36.15,0
2.91,1.28964123,53.70614,0.00700572,0.000786708,0.07070382,90,-36.29,0
2.93,1.30485813,53.39228,0.000808831,0.002500015,0.093861856,90,-36.61,0
2.95,1.31989736,53.0801048,-0.051112372,0.001468355,0.076420344,90,-36.92,0
2.97,1.33458601,52.8901443,0.105192892,0.006350037,0.042573094,90,-37.11,0
2.98,1.34984836,52.7722664,-0.007910945,0.018103655,0.02921156,90,-37.23,0
3,1.36440923,52.6987953,-0.05044246,0.001675515,0.008926091,90,-37.3,0
3.02,1.37912633,52.84219,-0.028371204,-0.000281518,-0.06779816,90,-37.16,0
3.03,1.39410876,53.1239,0.6184482,0.10289067,-0.058081735,90,-36.88,0
3.05,1.40515945,53.2464066,-0.06316659,0.000869016,-0.026494786,90,-36.75,0
3.06,1.4201476,53.1782951,-0.03340381,0.005028359,0.046275385,90,-36.82,0
3.08,1.43505578,53.09786,-0.08114076,0.014211222,-0.000921935,90,-36.9,0
3.1,1.44997998,53.1872177,-0.038697615,0.00162559,-0.036342815,90,-36.81,0
3.12,1.46849084,53.3501472,-0.020974636,-0.002284452,-0.04971577,90,-36.65,0
3.13,1.48357245,53.5273972,-0.009507064,-0.003105197,-0.05088312,90,-36.47,0
3.15,1.4986126,53.68952,-0.04858254,0.002953461,-0.0476157,90,-36.31,0
